"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
32207,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",421,"Jena Städte","","","Kreisfreie Städte","Urban district"
32208,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",422,"Kyffhäuserkreis","","","Landkreise","Rural district"
32209,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",423,"Nordhausen","","","Landkreise","Rural district"
32210,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",424,"Saale-Holzland","","Saale-Holzland-Kreis","Landkreise","Rural district"
32211,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",425,"Saale-Orla","","Saale-Orla-Kreis","Landkreise","Rural district"
32212,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",426,"Saalfeld-Rudolstadt","","","Landkreise","Rural district"
32213,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",427,"Schmalkalden-Meiningen","","","Landkreise","Rural district"
32214,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",428,"Sömmerda","","","Landkreise","Rural district"
32215,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",429,"Sonneberg","","","Landkreise","Rural district"
32216,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",430,"Suhl Städte","","","Kreisfreie Städte","Urban district"
32217,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",431,"Unstrut-Hainich","","Unstrut-Hainich-Kreis","Landkreise","Rural district"
32218,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",432,"Wartburgkreis","","","Landkreise","Rural district"
32219,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",433,"Weimar Städte","","","Kreisfreie Städte","Urban district"
32220,86,"DEU","Germany",16,"Thüringen",40,"Thüringen",434,"Weimarer Land","","Weimarer-Land","Landkreise","Rural district"
