"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
86,86,"DEU","Germany","GERMANY","Germany","Deutschland","","Germany","","Allemagne ","Alemania ","<U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>","<U+0623><U+0644><U+0645><U+0627><U+0646><U+064A><U+0627>","<U+5FB7><U+56FD> ","","East Germany|West Germany|DDR","Germany","DE",NA,"GM",276,"Unknown","Present",1
